,Unnamed: 0,category,manufacturer,product,name,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
2124,2124,11stReview,닥터자르트,시카,네모네모무지개,2019.08.09,5,시카페어 토너 2주 이상 사용한 후 후기입니다. 저는 평소에 닥터자르트 시카페어 세럼을 사용하던 중 토너도 한 번 바꿔보고 싶어서 시카페어 토너를 구입하게 되었어요. 토너가 나오는 방식이 특이해서 신기하다 생각하고 있었는데 계속 쓰다보니 굉장히 위생적인 용기인 것 같다는 생각이 틀었어요. 그리고 제가 여드름이 원래 크게 나는 편이 아닌데 요새 들어서 큰 여드름이 나서 걱정이었는데 이 토너를 쓰고 나서 점점 가라앉더니 지금은 깨끗해졌어요. 제 피부가 시카 성분과 잘 맞는 것 같아요!! 앞으로 쭉 닥터자르트 시카페어 토너 사용할 예정입니다!!,0,304,4,2,5
2126,2126,11stReview,닥터자르트,시카,Minimal Pick,2020.01.07,5,"닥터자르트 시카 페어 카밍 젤크림(유해성분0%, 80ml)써보고 좋아서,행사딜때~쟁여둠 ♡♡♡ 닥터자르트(K뷰티,뉴욕 세포라 백화점 입점,글로 벌 더마 코스메틱)시그니처~라인인#시카페어~ 라인(병풀 추출물,마데카소사이드,2중 미백 주름 기능성 화장품,안티에이징,진정,재생,유해성분0 %)들중~#시카페어 카밍 젤크림(80ml,유해성분 0%) 애정템임 ♡♡♡ 시카 열풍으로 시카 성분들 (병풀 추출물,마데카 소사이드) 진정,재생 화장품 선호하는데,글로벌 하게 미국.뉴욕 타임 스퀘어 세포라 백화점 입점 과 뉴욕.타임 스퀘어 옥외 광고를 한 글로벌 더마 코스메틱 브랜드 닥터자르트 글로벌~에스티로 더에 인수되어 세계적 브랜드로 성장하는 닥터자 르트 브랜드임 ♡♡♡ ● 나의 피부 타입(복합성,민감성) 복합성,민감성 피부로 T존 지성~U존 건성 여드름,트러블성 피부는 아니지만,피부 재생을 위해 시카 크림을 씀 (재생 기능성 제품) ● 시카페어 카밍 젤크림(80ml)전성분,주성분,유 해성분0%,효과 ※주성분(병풀잎수76%첨부,전성분들중~1번째순서) 병풀 추출물,마데카소사이드(진정,재생)센 델라 아시아티카 콤플렉스(민감해진~ 피부 진정 ,촉촉,수분 공급) ※나이아신아마이드(미백),아데노신(주름 개선) (2중 미백 주름 개선 기능성 화장품 인증,안티에 이징 화장품) ※라벤더 오일(향) ※1.2헥산다이올,1.2헥산디올(천연 방부제) ※소듐하이알루로네이트(고분자 히알루론산),글 리세린~수분,보습,피부 장벽 보호 ※ 효과(진정,재생,안티에이징,수분,보습) 진정,재생,미백 주름에 좋은 시카 페어 카밍 젤 크림임 ♡♡♡ 얼굴에 뾰루지나 트러블,얼굴 붉어짐에 진정,재 생 효과가 뛰어난 성분들이 첨부되어 있어~알로 에 성분처럼 진정,재생에 매우 효과가 있고,~피 부가 진정,촉촉,재생이 빨라진것~같음!!! 트러블이나 뾰루지날때,시카 젤 크림이나 알로에 젤로 수면팩하듯 도톰하게 바르고 자면~그 다음 날 쏘~옥 뾰루지나 트러블이 진정 ♡♡♡ 거기에 주름에도 좋은#아데노신 성분 첨부(안티 에이징,주름 개선 효과) ● 향,컬러,제형,발림성,흡수력 병풀잎수76%+라벤더 오일 성분이 첨부(은은한 라벤더 향+후레쉬한 풀향) 반투명 그린 컬러의 #젤리 수분 제형으로 발림성 부드럽고~피부에 빠르게 흡수되어 촉촉함!!! ● 추천 피부 수부지 피부나 지성용,여드름,민감성에 적합한 진정,재생 젤리 수분 크림이나~복합성이나 건성 피부에~써도 무방할듯함!!! 남성분들도 추천하고픈 가벼운 사용감과 효과!!! (진정,가벼운 수분 크림,재생) ● 용기,디자인 개인적으로 크림류들은 튜브 타입을 선호하는데, 닥터자르트 크림들은 대부분 위생적이고 실용적 인 튜브 타입이라 너~~~무 마음에 듬 ♡♡♡ ● 가성비,시카 젤리 크림 비교 브랜드 제품들 시카 수딩 젤리 크림으로 유명한 닥터.* 레드 블 레미쉬 클레어 수딩 크림(50ml)보다 용량도 많 고,전성분들중에 1번째 성분이 병풀잎수76%이 고,병풀추출물,마데카소사이드~등등 전성분들 이 닥터자르트 시카페어 카밍 젤 크림 성분들이 좋은것~같고,위생적인 튜브타입 용기에 용량도 더~~~많음(+30ml) 닥터자르트 시카페어 카밍 젤 크림(80ml)와 전 성분들이 가장 흡사한 느낌의 시*물 마다가스카 르 리얼 수분 크림(80ml)과 시*물 센텔라 에션셜 (165ml)크림을 비교해도 닥터자르트 시카페어 카밍 젤 크림 (80ml)이 세일때,가격,패키지 구성 이 좋은듯 ♡♡♡ 시카페어 카밍 젤 크림(80ml)+시카페어 마스크( 1장)+시카페어 토너(5ml)+시카페어 크림(5ml) +시리즈 밴드(15매입)+바이옴 에센스(15ml)+ 바이옴 크림(20ml) 유통기간들은 2022.~까지 비슷 비슷한 날짜임~ 가성비 최강 구성의 행사 딜 가격 득템 ♡♡♡ ● 포장,배송 업체의 꼼꼼한 포장(2중 에어캡,에어백)과 정성 이 느껴질만큼~세심한 배려 ♡♡♡ (고객 감동 서비스)깔끔 안전 배송으로 빠른 배송 ● 단점,아쉬운 점,바라는 점 시카페어 카밍 젤크림이 건조한 날씨에는 사용감 이 건조할 수도 있음(건조한 계절에는 호호바 오 일,로즈힙 오일,엑스트라버진 코코넛 오일들 중~ 1개를 선택해서,믹스해 바르거나~마지막 스킨 케어 단계에 오일로 마무리하면 좋음!!!) 구매한 패키지 구성들에 세라마이딘 크림도 있었 으면 더 좋았을 듯ㅠㅠ 써보고 싶었는데ㅠㅠ 닥터자르트 브랜드 가격대가 평소에는 높은편(요 즘 전성분들이 좋고,거품 빠진 착한 가격대가 많 아서)이어서~세일 행사,특가 행사때 쟁여두어야 함!!! 닥터자르트 자체 연구,개발 제조 시스템으로 개 선하여~더 퀼리티 높은 효과~좋은 더마 코스메 틱 화장품 많이 개발 제조해~주시고,국내외에서 ~인정받는 글로벌한 더마 코스메틱 화장품으로 더 높이 비상하는 닥터자르트 브랜드가 되었으면 좋겠음!",0,2323,159,10,19
2127,2127,11stReview,닥터자르트,시카,rom2************,2021.03.17,5,"// 발림성 - 젤크림이라 매우 잘 발리고 바를 때 시원해요. // 보습감 - 유분은 안느껴지지만, 저는 바르고 나면 건조함을 전혀 느끼지 못했어요. 보습이 충분했습니다. // 마무리감 - 산뜻하게 금방 흡수되어서 전혀 끈적이지 않아요. 밀림도 없었기 때문에 여름에 사용하기에 매우매우 좋을 것 같습니다. //총평 - 시카슬리페어앰플인마스크에서 끈적임과 묵직함을 덜어낸 느낌입니다. 사용감과 보습감이 마음에 들어서 재구매의사 완전 있습니다!",0,246,13,0,1
2128,2128,11stReview,바디럽,샤워기,vict******,2021.07.01,5,음.. 일단은 사진 처럼 좀 작은 편이예요~ 받아보고는 살짝 당황했죠^^;;; 기존 사용하던게 큰 헤드였어놔서;;; 작은데 수압이 세니까 잡고 있기 좀 힘들어서 애들 씻을 때 물 반만 틀으라고 했네요~ 어른이 쓰기에는 수압이 강하게 나오는데도 불구하고 신기하게 따갑지가 않더라구여~^^ 저는 머리카락이 긴 생머리카락인데 얇아서 엉킴이 있는편인데 요거로 감으니까 편하네요~ 어제 받아서 설치하고 나니 오늘 가격이 훅.. 8처넌 정도가 빠졌네요..하하핫^^;;;;;; 쓰던 샤워기가 깨져서 급 산거라 어쩔 수 없는 일이지만 속이 쓰리네요^^;;;;; 급하지 않으신 분들은 기다렸다 행사 때 사세요ㅋㅋ,0,333,12,0,1
2129,2129,11stReview,바디럽,샤워기,skdu***,2021.07.03,5,"바디럽 퓨어썸 샤워기만 사용중이였는데.. 주방, 세면대 바꾸려고 주문했어요~ 설치 사용 설명서가 없어서 당황했지만 기존에 끼워져있던거 보고 어댑터 대충 비슷한거 골라서 끼웠는데 세면대 수전과 바로 연결된 어댑터 부분에서 물이 새는거예요~ㅠ 어댑터 자세히 보니까.. 기존에 있던거랑 비슷하게 얇은 고무링 들어갈만큼 홈이 파여있길래 기존에 있던거에서 얇은 고무링 빼서 어댑터에 끼우니까 물 안새요~ 얇은 고무링도 만들어 넣어주면 좋을 것 같아요~ 조심히 끼워야한다는 상품평 보고 살살 달래면서 돌려 끼웠구요~ 여자혼자 설치하기 쉽네요~ 플라스틱이라 정말 조심해서 끼워야해요~ 이제 세면대도 필터 달아놔서 안심하고 양치질해도 될 것 같아요~^^ 튼튼하게 오래 사용할 수 있기를 바래 봅니다",0,382,10,1,1
2200,2200,11stReview,바디럽,샤워기,kens********,2021.07.13,5,우왕 드디어 부엌에 필터 생겼네요 ^-^ 히히 모양너무 이뻐요 갑자기 부엌이 이뻐진 기분 '-'),0,54,7,0,0
2274,2274,11stReview,바디럽,샤워기,yey1***,2021.07.04,5,"샤워기헤드를 교체할 시기가 와서 여러 후기들을 찾아보고, 현빈님이 광고하고 마침 11번가 핫딜이 떠서 바로 구매했어요. 비타민필터 포함해서 구매했는데 정말 대만족입니다~ 요즘 날씨는 습한데 몸은 왜인지 건조해져서 이왕이면 피부에 수분을 조금이라도 더 줄수있는 필터가 좋은 바디럽 퓨어썸 샤워기로 선택했지요!! 저희 선택은 실패하지 않았어요~ 퍼시픽오션향은 샤워하는내내 은은한 향기가 욕실에 가득 퍼졌고요. 비타민 물이라 그런지 뽀드득 깨끗하게 씻기는데 피부가 부드러워지는게 수분을 촉촉히 머금고있어요. 그리고 안개분사가 확 퍼지면서 수압도 엄청 좋아서 물도 아낄수 있을것같아요~ 여름이라 하루에 몇번 샤워하는데 매번 너무 기분이 좋아질것같습니다~^^",0,363,8,1,2
2275,2275,11stReview,바디럽,샤워기,러블리,2021.07.05,5,1세대 제품 아직 잘쓰고 있습니다. 2세대가 나왔지만 단종되지 않아 다행이네요. 타제품에 비해 비싼감은 있지만 믿고 쓰는 제품이라 감안해야죠^^ 기존 사용중이던 제품 이물질은 다행히 안보이네요. 오래 쓰다보면 물이 항시 고여 있다보니 물때로 인해 색이 변하는거 같아요. 그래도 육안상 보이면 더러워 보이기에 교체 해봅니다~!!!,0,183,6,0,0
2336,2336,11stReview,바디럽,샤워기,ajdf***,2021.06.15,5,배송빠릅니당~~~~ 배이비파우더는 예전에 쓰던거라 향좋은거 알구.. 블루는 처음인데 기대되네요!!,0,54,6,0,0
2356,2356,11stReview,바디럽,샤워기,akfl****,2021.06.23,5,배송 빠르고 저렴하게 잘 샀어요! 항상 구매하던 제품이라 저렴히 사니 횡재한거 같네요!^^ 번창하세요!!,0,58,6,0,0
2380,2380,11stReview,바디럽,샤워기,izoa****,2021.07.04,5,물 쓸 때마다 걱정 했는데 이제 안심하고 씻을 수 있을 것 같아요~~좋아요~~^^,0,45,6,0,0
2449,2449,11stReview,바디럽,샤워기,ster******,2021.06.19,5,늘 사용해서 만족해요~*^^*,0,16,5,0,0
2527,2527,11stReview,바디럽,샤워기,삐삐마미,2020.11.06,5,인천수돗물유충사건때문에 부랴부랴 주문했었더랬죠~~! 몇달 사용해보고 리뷰적어보네용~! 좋아하는 연애인중 한분인 현빈님이 모델로 활동중이셔서...ㅋㅋ 바디럽이 끌리더군요~~~ 이것저것고민하다 냉큼 바디럽을 주문했던기억이...ㅋ 사실 사용전에 아파트가 2013년도 하반기에 지어진거라 괜찮겠지?라고 생각했는뎅.. 왠걸.. 생각보다 변색이 잘되서 놀랐네요~~~ 지방인데 ㅜ.ㅜ 싱크대는 나은데 화장실은 생각보다 변색이 잘돼요~~ 아무리 2개월에한번씩 교체하라고 권장은 되어있어도... 3개월쓰고픈게 내맘인딩 ㅜ!!! 버티다 2개월정도 사용하는 것 같네요!! 초반사용할때는 피부가 좋아진것같고 물도 부드러운것같고 살짝 그런 느낌이 있었는데.. 두번교체중인 지금은 음~ 피부가 적응을한건지~~^^ 별다른 느낌은 없어요! 그래도 깨끗해진물을 사용하니 마음은 한결 편한듯합니다.. 구매하기전에는 바꾸면 엄청좋을까? 하고 고민하기도 했었지만 구매하고나니.. 계속 써야합니다. 눈으로 보여지니 필터를 사용하지 않을수 없네요!! 필터가 이렇게 변색이 안되면 모르겠습니다^^ 저희집은 워낙 2개월마다 변색이 되어주셔서.. 쭉 집떠날때까지 사용하는걸로...^^ 리뷰적는김에 이벤트기간이라 필터재구매 하고가려고요~! 샤워기물줄기가 첨에는 적응이 잘 안됐어요 ㅠ 물줄기가 너무세기도하고.. 원래 저희집은 3단계로 조절되는 샤워기를 사용중이어서 화장실청소할때랑은 물줄기를 바꿀수있었는데.. 지금은 몇달간 적응되서 그냥쓰지만 싱크대용처럼 물줄기변환이되면 좋을듯해요~~! 플라스틱이라서 부실해보이는감이 없지않아있지만 생각보다 짱짱해요! 사용하다가 몇번떨어뜨려봤는데 가슴은 철렁했지만 괜찮았어요!!,0,820,40,2,2
2536,2536,11stReview,바디럽,샤워기,tla9**,2020.05.13,5,만족스럽습니다! 교체도 쉬워서 (돌리고 헌것 빼고 새로운거 씌우기) 힘들지 않아요:),0,47,5,0,0
2545,2545,11stReview,바디럽,샤워기,wej3***,2020.04.29,5,벌써 퓨어썸 사용한지 1년 반입니다 이번에 아파트 물탱크청소하면서 발생한 일이에요~주방용 필터 없었으면 이물질과 흙탕물 나오는것도 모르고 사용했을꺼에요~넘 더럽죠?아이 키우는데 모르고 음식 준비해서 먹이고 씻기고 빨래하고~진짜 생각만해도 끔찍합니다!저희 아파트에 많은 세대가 있지만 저희집 퓨어썸이 더 좋은것 같아요~필터 사용해도 안 보인다는 집도 있고~필터사용 안하는 집도 있더라구요~ 저희집 퓨어썸은 걸러지고 보여요~관리소에 항의하고 수질검사 요청했습니다.이번에 절실히 느꼈어요.필터사용이 얼마나 중요한지요~퓨어썸 최고입니다^^다 보이고 걸러주잖아요~더러운 물 나오니 세탁기 사용이 정말 찝찝합니다.세탁기용 필터가 나온다면 대박일듯 싶어요~욕실 샤워기2.세면대2.주방 다 퓨어썸 사용중이고 만족합니다^^더러운 물이 나오는거 알면서도 구매 안하고 있다면 망설이지 말고 구매하세요,0,436,16,0,1
2547,2547,11stReview,바디럽,샤워기,teatime,2020.04.21,5,최대한 깨끗하게 정수된 물을 사용하려고 구입한 주방용 필터에요. 전 지난번 구입후 두번째 구입이에요. 이번에는 전원주택에 사시는 지인분 선물용이라서 여러 브랜드를 비교한 후에 다시금 퓨어썸으로 선택해서 재구입했어요.~^^ 박스에 잘 포장되어서 배송되었습니다. 제조일자는 2019. 10. 24 이네요. 주방용 코브라타입과 필터 6개*2박스를 주문한 더라 일년내내 깨끗하게 사용할 수 있을 것 같아요. 바로 설치해서 사용해봤는데 역시나 만족감이 드는 제품이에요. 주방에서 물을 틀어 사용하는 부분이 많아서 설거지나 요리의 재료준비시 세척이나 모두 신경이 쓰이는 부분이죠. 이를 필터교체로 안심하고 사용할 수 있으니까 정말 좋은 것 같아요. 지인분이 너무나 만족하시면서 좋아하셔서 추천추천이에요~★ 이제 모두들 정수필터 사용해요!,0,406,6,0,0
2554,2554,11stReview,바디럽,샤워기,찐리뷰,2019.05.11,5,배송은 주문후 다음날 빠르게 받았어요. 퓨어썸 욕실샤워용 6개월 사용 후 필터 변색되는거 보고 세면대용도 구입했어요. 마침 T멤버십 할인 상품이라 착한 가격에 구매했어요. 기존 세면대 헤드(물나오는곳)를 보내준 스패너로 풀어줍니다. 박스안에 든 투명한 수전 아답터(물 새는걸 방지) 6개중 기존세면대 헤드와 같은 사이즈 아답터를 장착합니다. 아답터 장착 후 퓨어썸 세면대용을 연결하면 조립 끝! 투명한 수전 아답터 장착 후 물이 샌다면 투명한 고무 패킹을 끼운후 다시 아답터 장착하면 물이 새는걸 방지할 수 있어요. 퓨어썸 세면대용 수전이 좋은점은 물이 튀지 않고 일정하게 물이 나오니 손 씻기도 좋고 세수할때도 너무 좋네요. 10년된 아파트라 퓨어썸 제품 아주 만족하며 사용중입니다^^,0,384,7,0,0
2561,2561,11stReview,바디럽,샤워기,juny****,2019.11.28,5,배송도 빨랐구요~~~ 설치도 엄청 간편하고 쉬웠습니다~~^^ 이사오면서 화장실설치하면서 주방싱크대에도 같이 설치했는데 필터설치하니 든든해요~~ 이 지역이 물이 괜찮다더니 정말 눈으로 확인할 수 있어 좋았구요^^,0,117,11,0,0
2562,2562,11stReview,바디럽,샤워기,minuet,2020.02.29,5,이벤트기간에 구매했고 배송은 주말제외 3일 걸렸습니다 집이 노후해서 주방싱크대 필터교체하려고 코브라형과 필터2세트 구매했어요 1세트당 6개 들어있었고 한개당 1-2개월 사용하라고 적혀있었어요 가정 내 수질 상황에 따라 다르고 필터가 오염되었거나 수압이 약해졌을시 교체해줘야해요 2개월 조금 넘게 쓰고 후기 작성합니다 저희집은 2개월보다 1개월-1개월 반정도에 교체해줘야 하는거같아요 제일 마지막에 2개월 사용후 사진이 있는데(주의해주세요) 많이 더러워졌어요 제조일은 코브라 19.9.2. 필터 19.9.2. 19.9.11.이었습니다 배송받은시점전 두달 반 전에 제조된 상품이었어요 끼우는건 호스만 맞으면 매우 쉬워요 전 처음에 설치하고 물 틀었을때 위로 물이 줄줄 샜는데 좀 시간이 지난후 다시 틀어보니 교체할만큼 새는건 아닌거같아서 반품안하고 그대로 쓰고있어요 코브라가 플라스틱재질이라 깨질위험이있다는것과 너무 꽉 조이지도 말고 적당한 선에서 조여줘야 파손되지 않을거같아요 필터 교체도 쉽더라구요~ 설명서에 쓰여진대로만 따라하면 돼요 더러워진 필터를 보니 이전에 어떻게 썼는지 모를정도로 안이했다는게 느껴졌고 보다 깨끗한 수돗물을 사용하게 되어서 좋았습니다,0,592,5,0,0
2563,2563,11stReview,바디럽,샤워기,blue*****,2020.07.20,5,바디럽 주방이랑 샤워기 써왔다가 이번에 세면대도 교체했어요~ 저희집엔 a타입이 맞네요~! 설명서 좀 있었으면 좋겠네요~ 주방보다는 교체가 쉬웠어요~,0,82,5,1,1
2564,2564,11stReview,바디럽,샤워기,lyj5***,2020.03.14,5,"피부가 많이 예민하고 약해서 예전부터 필터 샤워기 쓰고 싶었는데, 소모품이다보니 한번 사면 계속 교체해야 할게 번거로울 것 같아 몇년째 구매를 망설였거든요 ㅠㅠ 환절기라 피부도 부쩍 더 예민해지고, 코로나 바이러스때문에 걱정도 되고.. 마침 쓰던 샤워기도 낡아서 11번가 특가 뜬 김에 구매했어요. 일단 샤워기가 크거나 무겁지 않아서 너무 좋았고, 디저인도 깔끔해서 맘에 들었어요:) 교체방법이 너무 간단해서 놀랐네요 ! 기계치라 이런거 잘 못다루는데 ㅎㅎ 이건 금방 교체했어요! 수압은 생각보다 별로 강하지 않은 것 같아요. 저렴한 가격에 필터 6개까지 같이 구매해서 좋네요. 앞으로 더 건강한 피부가 되기를 기대하며..! 동영상 후기도 첨부합니다^_^ 개인적으론 너무 강한 수압은 피부에 자극이 되서, 저는 적당한 압이라고 생각됩니다. (기존 샤워기 수압보다 약하진 않았어요) 처음에 교체하고 나선 밑에 물이 줄줄 새서 당황했는데, 마른 수건으로 다시 잘 돌려주니 괜찮아졌어요. 필터는 한달 이상 써봐야 알것 같아요:)",0,516,11,0,4
2568,2568,11stReview,바디럽,샤워기,에비뉴엘,2020.07.25,5,"바디럽 주방 핸드 용은 물이 나올 때 머리 부분(헤드) 이 시원시원하게 크게 보여서 뭔가 안심이 된다. 그리고 무엇보다 물줄기가 강력함. 다만, 간혹 물세기 버튼 누르는 거나 바디(몸통) 어딘가에 문제가 있기도 했다 예전 핸드 용을 본체만 2개 사고 1년 사용 후 1개 폐기 후 새 거를 꺼냈는데 버튼도 불량 몸통에서 물도 나와서 한동안 바디럽을 사용하지 않았던 기억이 있다. 하지만 주방 핸드 용은 복불복(개인적으로)만 없으면 바디럽게 최고인 것 같다.",0,254,6,3,0
2574,2574,11stReview,바디럽,샤워기,sail**,2020.04.10,5,후기 보고 조금 망설였습니다ㅠㅠ 물이 샌다. 소리가 심하다. 스텐 수전과 디자인이 안 어울린다. 등등요.. 오래 된 아파트라 녹물이 신경 쓰여서 예전부터 사고싶었는데 할인을 놓쳐 이제야 구매해보네요. 일단 가장 급한 주방 수전용을 구입해 차츰 욕실 세면대 등으로 범위을 넓혀가야겠어요^^ 주방 수전에 갈아 끼우는 거 너무 쉬웠고요. 같이 동봉 된 고무패킹도 한번에 딱 맞는 걸 찾아서 더 쉽게 해결됐어요. 물이 튀거나 하지는 않는데 소음은 약간있지만 신경 쓸 정도 아니에요. 디자인이야 이게 최선일 거라 생각해요. 필터 교환시기를 알려면 보이는 게 좋잖아요. 세트로 구매해서 앞으로 1년 이상 걱정 없이 쓰겠어요. 세트가 훨 저렴한 거 같아요. 충격적인 건 원래 쓰전 수전을 빼보니 5개월 전 새로 설치한 건데 저렇게 뭐가 끼여있네요. 저게 녹물 때문에 그랬을까요?? 사은품으로 주신 제품도 넘 좋아요. 끼우기도 쉽고요~^^,0,461,7,0,0
2576,2576,11stReview,바디럽,샤워기,love******,2020.04.17,5,"- 구매이유 이사온 집 수압이 너무 약함 이사온 후 피부에 트러블이 생김 - 배송 4.9 구매, 4.10 도착 칼배송 최고 - 구매후기 일주일 사용 후 리뷰답니다! 우선 아기랑 같이 씻을때 수압이 너무 쎄서 만족스러워요. 아프다는 리뷰도 봤는데 안아파요. 제일 쎄게 틀고 아기한테 촤악 뿌려도 아프다고 한적 없어요. 근데 마사지 될만큼 시원하지도 않아요ㅋㅋㅋ 물살이 쎄서 그런지 물이 금방 식는? 차가운 바람이 생긴다고 해야하나... 그런건 있지만 대체적으로 만족합니다. 일주일만에 필터색이 변한게 눈으로 보입니다. 더 사용해보구 집에 있는 모든 수전에 필터를 사서 달아야할지 심히 고려중이에요",0,332,5,0,0
2582,2582,11stReview,바디럽,샤워기,juny****,2019.11.28,5,배송 빨리 오구요~~ 빌라로 이사하면서 필터 구매했습니다~~ 물 상태를 바로바로 눈으로 확인가능한점에서 안심되고 좋습니다. 수압세구요~~ 샤워하다보면 안개분사되는 느낌납니다ㅎㅎ 물은 중요하잖아요~~ 필터도 일부러 넉넉하게 쟁였습니다^^,0,131,10,0,0
2585,2585,11stReview,바디럽,샤워기,knps****,2020.07.20,5,#개그 녹물 나온다고할때도 그냥 살자면서 안샀는데 도저히 벌레는 참을수가 없어서 샀어요ㅡㅡ 시기가 그래선지 조금 늦었지만 미리 연락주셨어요~ 설치해서 틀어보니 물이 부드럽게 나오면서도 수압이 쎄진것같아요. 영상을 보면 물이 조금 새서 다시 꼭 잠궈보니 안새네요~~ 눈에 보이게 필터가 더러진건 아니라 확인못하겠지만 벌레는 못들어가겠지 하면서 사용해보려구요. 저렴하게 잘샀습니다.^^,0,213,6,0,0
2586,2586,11stReview,바디럽,샤워기,yune**,2020.07.20,5,"수돗물 유충으로 급하게 필터제품 알아보니 주변에서도 바디럽 제품 강추해서요. 이번 기회에 집에 있는 세면대, 샤워기, 주방까지 싹 바꿨어요~^^ 플라스틱 재질인데도 가격이 비싸고 집안에 수도를 다 바꾸려고하니 가격면에서는 좀 부담감은 있었어요. 또, 샤워기도 물 조절 스위치가 있음 좋았을텐데 그부분이 조금 아쉽기도 해요. 대신 수압 하나는 정말 끝내줘요~덕분에 수도세는 절감 될것 같아요 물살이 쎄다보니 수도를 조금만 틀어도 물살이 약하지 않아서 좋아요. 또, 수압이 쎄다보니 물소리만 들어도 기분이 좋네요. 앞으로 바디럽의 필터 기능 기대되네요 ㅎㅎ",0,309,4,2,2
2587,2587,11stReview,바디럽,샤워기,pmy8***,2020.07.20,5,"목욜 아침에 주문해서 월욜에 받았어요 택배사에서 조금 걸린거 빼고 만족해요~ 인천 사건으로 씽크대 화장실 해바라기수전, 샤워기 ,세면대까지 한번에 교체하느라 가격 부담 있었는데 딜이 떠줘서 정말 도움됐어요~~ 일단 더 사용해봐야겠지만 울딸들 더 깨끗한 물로 씻을수 있다고 생각하니 기분 좋네요~~~",0,166,6,0,1
2588,2588,11stReview,바디럽,샤워기,dohe****,2021.02.26,5,배송 빠른편이에요! 대폭할인하고 있어 많이 바쁠텐데도 불구하고 빨리 온편인것같아요. 샤워호스라던지 샤워기에 대한 관심이 없었는데 디바걸스 통해서 예전에 제시카님이 극찬을 하던 바디럽제품 계속 살까말까 고민하고있었어요. 그러다 11번가로 핫딜떠서 큰맘먹고 냉큼 샀네요. 오션블루 향이 무난할거같아서 이걸로 골랐는데 후회없는거같아요. 아직 샤워는 안해봤지만 손만씻어봐도 부드러움이 확실이 다른것같아요. 거실과 안방 화장실에 있는 샤워기를 바꿨는데 이제 부드러운 피부를 느껴볼수 있을것같아요. 또 요즘 머리가 너무많이빠져서 탈모예방에 관심이 많은데 일반 수돗물도 한몫한다해서 꾸준히 써보도록할께요. 향도 은은하게 나고 앞으로 기분좋게 샤워할수있을것같아요! 한동안써보고 피부랑 머리빠지면 효과보면 주변사람한테 추천하거나 선물로 줄참이에요~ 상담사분도 매우 친절하시네요 ^^♡♡,0,430,5,1,2
2589,2589,11stReview,바디럽,샤워기,dsfm**,2019.09.24,5,아기의 아토피가 걱정되서 새로 나온 필터릉 장착한 샤워기를 주문했습니다. 만다린향인데 자극적은 향은 아니었어요. 어린 아기가 있어서 무향도 추가되면 더 좋을 것 같아요.^^ 혼자 하기에 조립 방법도 간단하고 설치도 쉬웠습니다. 설치 자체도 매우 만족스러웠습니다. 물살이 아플정도로 센건 아니고 적당한 물줄기입니다. 이전에는 큰 물줄기가 콸콸 나왔는제 샤워기 교체 후에는 작은 물줄기가 시원하게 나와서 절수 효과가 되겠구나 싶어요. 또한 이번 비타 샤워기에는 비타민이 함유되어 정말 부드러워요. 남편이 머릿결이 좋아졌다며 좋아해요. ^^ 재구매 의사 2000%입니다. 현재 새 샤워기로 5일째 사용중인데 나름 신축 아파트인데도 미세한 불순물이 필터에 끼어 있어서 바꾸길 잘했구나 싶습니다.,0,384,5,0,4
2594,2594,11stReview,바디럽,샤워기,11번 찍어 안넘어 와?,2020.10.27,5,주방도 같이 바꿨어요~~손쉽게 바꿀수있어서 여자분들도 금방하겠어요~~ 이왕 설겆이 하는물 깨 끗 하 게 하면 더 좋을거 같습니다! 의외로 세가지 모드가있네요^^,0,89,7,0,0
2598,2598,11stReview,바디럽,샤워기,joon****,2020.05.29,5,"어제 1시 조금 지나 주문했는데 24시간만에 도착~ 욕실이랑 주방 샤워기 교체했어요. 다행히 사이즈도 잘 맞네요. 주방 샤워기 물줄기는 3종류로 조절되네요. 옆에 긴 파란색은 스티커 인 거 같은데 지저분해질까봐 그냥 쓰려고요. 틀자마자 필터 어두워지는거 아닌가 우려했는데 그렇지는 않아서 다행입니다. 앞으로 사용해 봐야겠죠~ 5만원 이상 두근두근 마사지기 사은품 준다길래, 처음 구매지만 욕실과 주방 필터 6개씩 맞춰서 구매했어요. 11%+11%더블할인에 장바구니 3천원에 t멤버십 5천원 할인까지 받았으니 잘 산거 같습니다. 효과도 좋기를요~",0,304,6,0,2
2600,2600,11stReview,바디럽,샤워기,j101**,2019.09.01,5,약 1년6개월전부터 사용한 바디럽 샤워기예요 아기때문에 쓰기시작했는데 안쓰면 서운해요 필터색 바뀌는거보면 진짜 안쓸수가없어요 물줄기도 엄청세고 시원한데 녹물하고 염소제거까지되니 너무좋아요!!! 부엌도 사용중입니다:) 과일씻을때도 그릇헹굴때도 한번더 안심되더라구요 이번에 행사할때 친정부모님 욕실에 놔드렸어요^^ 너무만족하셔서 사드린 저도 기분좋네요^^ 필터가격만 조금더 착해지면좋겠습니다^^,0,218,11,1,1
